hts10,hs6,description,short_description,quantity_unit_1,quantity_unit_2,sitc,end_use,naics,hts_vintage,scope,scope_basis
7222300001,722230,"BARS AND RODS OF STAINLESS STEEL, ELECTROSLAG OR VACUUM ARC REMELTED, NESOI",BARS RODS STAINLS STL ELECTROSLAG/VACUUM ARC NESOI,KG,,67645,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7216.99-7301.10
7222300012,722230,"BARS AND RODS OF HIGH-NICKEL ALLOY STEEL, WITH A MAXIMUM CROSS-SECTIONAL DIMENSION OF 152.4 MM OR MORE",BAR ROD HIGH NIC ALY STEEL MX XSEC DIM GT=152.4 MM,KG,,67645,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7216.99-7301.10
7222300022,722230,"BARS AND RODS OF STAINLESS STEEL, LT 8% BY WEIGHT OF NICKEL, WITH A MAX CROSS-SECTION DIMENSION OF LESS THAN 152.4 MM",BARS RODS SS LT 8% WT NIC MAX XSEC DIM LT 152.4 MM,KG,,67645,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7216.99-7301.10
7222300024,722230,"BARS AND RODS OF STAINLESS STEEL, WITH A MAXIMUM CROSS-SECTIONAL DIMENSION OF LESS THAN 152.4 MM, CONTAINING 8% OR MORE BUT LESS THAN 24% BY WEIGHT OF","BR RD STNLS STL MX XSEC DIM LT152.4 MM>8<24%NI,NES",KG,,67645,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7216.99-7301.10
7222300082,722230,"BARS AND RODS OF STAINLESS STEEL, LT 8% BY WEIGHT OF NICKEL, WITH A MAXIMUM CROSS-SECTIONAL DIMENSION OF 152.4 MM OR MORE, NESOI",BAR ROD SS LT 8% WT NICKL MAX XSEC DIM GT=152.4 MM,KG,,67645,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7216.99-7301.10
7222300084,722230,"BARS AND RODS OF STAINLESS STEEL, WITH A MAXIMUM CROSS-SECTIONAL DIMENSION OF 152.4 MM OR MORE, CONTAINING 8% OR MORE BUT LESS THAN 24% BY WEIGHT OF N","BR RD STNLS STL MAX XSEC DIM GT152.4MM>8<24%NI,NES",KG,,67645,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7216.99-7301.10
7222403025,722240,"ANGLES STAINLESS STEEL HOT-ROLLED NOT DRILLED, PUNCHED OR OTHERWISE ADVANCED MAXIMUM CROSS-SECTION 80MM OR MORE",ANGLS SS HR N DRLD/PNCHD/OTHWS ADV MAX CS 80MM AO,KG,,67687,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7216.99-7301.10
7222403045,722240,"SHAPES AND SECTIONS OF STAINLESS STEEL, HOT-ROLLED, NOT DRILLED, PUNCHED OR OTHERWISE ADVANCED, WITH A MAXIMUM CROSS-SECTIONAL DIMENSION GT=80MM",SHPS SECS SS HR NT DLD/PCH/OTHWS ADV MX CS GT=80MM,KG,,67687,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7216.99-7301.10
7222403065,722240,"ANGLES STAINLESS STEEL HOT-ROLLED NOT DRILLED, PUNCHED OR OTHERWISE ADVANCED MAXIMUM CROSS-SECTION UNDER 80MM",ANGLS SS HR NT DRLD/PNCHD/OTHWS ADV MAX CS UN 80MM,KG,,67687,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7216.99-7301.10
7222403085,722240,"SHAPES AND SECTIONS STAINLESS STEEL HOT-ROLLED NOT DRILLED, PUNCHED OR OTHERWISE ADVANCED MAXIMUM CROSS-SECTION UNDER 80MM",SHPS SECS SS HR NT DLD/PCH/OTHWS ADV MX CS UN 80MM,KG,,67687,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7216.99-7301.10
7222406000,722240,ANGLES SHAPES AND SECTIONS STAINLESS STEEL NESOI,"ANGS SHPS SECS STAINLESS STEEL, NESOI",KG,,67687,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7216.99-7301.10
7223001005,722300,SPRING ROUND WIRE OF STAINLESS STEEL,SPRING ROUND WIRE OF STAINLESS STEEL,KG,,67821,15000,331222,2025,section232_core_steel,Proclamation 9705 core steel range 7216.99-7301.10
7223001016,722300,"WIRE, STAINLESS STEEL, ROUND, UNDER 0.25MM IN DIAMETER, NESOI","WIRE STAINLES STEEL ROUND UNDER 0.25MM DIAM, NESOI",KG,,67821,15000,331222,2025,section232_core_steel,Proclamation 9705 core steel range 7216.99-7301.10
7223001031,722300,"WIRE, STAINLESS STEEL, ROUND, 0.25 TO UNDER 0.76MM IN DIAMETER, NESOI","WIRE STAINLS STL ROUND 0.25-UNDR 0.76MM DIA, NESOI",KG,,67821,15000,331222,2025,section232_core_steel,Proclamation 9705 core steel range 7216.99-7301.10
7223001046,722300,"WIRE, STAINLESS STEEL, ROUND, 0.76 TO UNDER 1.52MM IN DIAMETER, NESOI","WIRE STAINLS STL ROUND 0.76-UNDR 1.52MM DIA, NESOI",KG,,67821,15000,331222,2025,section232_core_steel,Proclamation 9705 core steel range 7216.99-7301.10
7223001061,722300,"WIRE, STAINLESS STEEL, ROUND, 1.52 TO UNDER 5.1MM IN DIAMETER, NESOI","WIRE STAINLS STL ROUND 1.52-UNDR 5.1MM DIA, NESOI",KG,,67821,15000,331222,2025,section232_core_steel,Proclamation 9705 core steel range 7216.99-7301.10
7223001076,722300,"WIRE, STAINLESS STEEL, ROUND, 5.1MM OR MORE IN DIAMETER, NESOI","WIRE STAINLS STEEL ROUND 5.1MM OR MORE DIAM, NESOI",KG,,67821,15000,331222,2025,section232_core_steel,Proclamation 9705 core steel range 7216.99-7301.10
7223005000,722300,WIRE STAINLESS STEEL FLAT,WIRE STAINLESS STEEL FLAT,KG,,67821,15000,331222,2025,section232_core_steel,Proclamation 9705 core steel range 7216.99-7301.10
7223009000,722300,WIRE STAINLESS STEEL OTHER THAN ROUND OR FLAT,WIRE STAINLESS STEEL OTHER THAN ROUND OR FLAT,KG,,67821,15000,331222,2025,section232_core_steel,Proclamation 9705 core steel range 7216.99-7301.10
7224100005,722410,INGOTS AND OTHER PRIMARY FORMS OF HIGH-NICKEL ALLOY STEEL,INGOTS A OTH PRIM FORMS OF HIGH-NICKEL ALLOY STEEL,KG,,67249,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7216.99-7301.10
7224100045,722410,"INGOTS AND OTHER PRIMARY FORMS OF TOOL STEEL, OTHER THAN OF HIGH NICKEL ALLOY STEEL",INGOTS AND OTHER PRIMARY FORMS OF TOOL STEEL,KG,,67249,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7216.99-7301.10
7224100075,722410,"INGOTS AND OTHER PRIMARY FORMS, OF OTHER ALLOY STEEL",INGOTS A OTHER PRIMARY FORMS OF OTHER ALLOY STEEL,KG,,67249,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7216.99-7301.10
7224900005,722490,SEMIFINISHED PRODUCTS OF OTHER HIGH-NICKEL ALLOY STEEL,SMFD PRODUCTS OF OTHER HIGH-NICKEL ALLOY STEEL,KG,,67282,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7216.99-7301.10
7224900015,722490,SEMIFINISHED PRODUCTS OF TOOL STEEL WITH RECTANGULAR OR SQUARE CROSS-SECTION HAVING A WIDTH LESS THAN 4 TIMES THE THICKNESS,"SMFSHD TOOL STL,REC/SQ CS,WIDTH LS THAN 4X THKNS",KG,,67282,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7216.99-7301.10
7224900025,722490,SEMIFINISHED PRODUCTS OF TOOL STEEL WITH RECTANGULAR OR SQUARE CROSS SECTION HAVING A WIDTH AT LEAST 4 TIMES THE THICKNESS,"SMFSHD TOOL STL, REC/SQ CS, WDTH AT LEAST 4X THKNS",KG,,67282,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7216.99-7301.10
7224900035,722490,SEMIFINISHED PRODUCTS OF TOOL STEEL OTHER THAN RECTANGULAR OR SQUARE CROSS SECTIONS,"SMFSHD TOOL STL, NOT RECT/SQUARE CROSS SECTIONS",KG,,67282,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7216.99-7301.10
7224900045,722490,"OTHER SEMIFINISHED ALLOY STEEL, NOT STAINLESS OR TOOL, RECTANGULAR OR SQUARE CROSS SECTION, WIDTH LESS THAN 4 TIMES THE THICKNESS","OTH SMF AL STL, WDTH UN 4X THKNS, RCT/SQ CS",KG,,67282,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7216.99-7301.10
7224900055,722490,"SEMIFINISHED ALLOY STEEL NOT STAINLESS OR TOOL, RECTANGULAR OR SQUARE CROSS-SECTION, WIDTH AT LEAST 4 TIMES THE THICKNESS","SMFD AL STL NT SS OR TS,REC/SQ,WIDTH 4X THKNS AOV",KG,,67282,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7216.99-7301.10
7224900065,722490,"SEMIFINISHED ALLOY STEEL NOT STAINLESS OR TOOL, HAVING A CIRCULAR CROSS-SECTION","SMFD ALLOY STEEL, NOT SS OR TOOL, CIRC CS",KG,,67282,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7216.99-7301.10
7224900075,722490,"SEMIFINISHED ALLOY STEEL, NOT STAINLESS OR TOOL, OTHER THAN RECTANGULAR, SQUARE OR CIRCULAR CROSS-SECTION","SMFD AL STL, NOT SS OR TOOL, NOT REC/SQ/CIRC CS",KG,,67282,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7216.99-7301.10
7225110000,722511,"FLAT-ROLLED PRODUCTS OF SILICON ELECTRICAL STEEL, OF A WIDTH OF 600MM OR MORE, GRAIN-ORIENTED","FLT-RLD,SILICON ELCTRCL STL,GRAIN ORIENT GT/=600MM",KG,,67511,15000,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7216.99-7301.10
7225190000,722519,"FLAT-ROLLED PRODUCTS OF SILICON ELECTRICAL STEEL, OF A WIDTH OF 600MM OR MORE, NOT GRAIN ORIENTED","FLT-RLD,SLCN ELCTRCL STL,NT GRAIN-ORIENT,GT/=600MM",KG,,67511,15000,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7216.99-7301.10
7225301110,722530,"HOTT-ROLLED PRODUCTS OF HIGH SPEED STEEL, OF A WIDTH OF 600MM OR MORE, OF A THICKNESS OF 4.75MM OR MORE, NOT FURTHER WORKED THAN HOT-ROLLED, IN COILS",HOT-ROL HI-SPD STEEL GT=600MM WIDE&4.75MM THK COIL,KG,,67541,15000,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7216.99-7301.10
7225301180,722530,FLAT-ROLLED TOOL STEEL NOT HIGH-SPEED 600MM WIDE OR MORE HOT-ROLLED COILS 4.75MM OR MORE THICK,FR TS NT HSPD 600MM W AO HR CLS 4.75MM THCK AO,KG,,67541,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7216.99-7301.10
7225303005,722530,"FLAT-ROLLED PRODUCTS OF HIGH-NICKEL ALLOY STEEL, WIDTH 600MM AND OVER, HOT-ROLLED COILS, THICKNESS 4.75MM AND OVER","FR HI-NI AL ST,WTH 600MM AOV,HR CLS,4.75MM THICKOV",KG,,67541,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7216.99-7301.10
7225303050,722530,"FLAT-ROLLED OTHER ALLOY STEEL, 600MM WIDE OR MORE, HOT-ROLLED COILS, THICKNESS OF 4.75MM OR MORE","FR OTH AL STL,WDTH 600MM AOV,HR CLS,4.75MM THCK AO",KG,,67541,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7216.99-7301.10
7225305110,722530,"HOT-ROLLED PRODUCTS OF HIGH SPEED STEEL, OF A WIDTH OF 600MM OR MORE, OF A THICKNESS LESS THAN 4.75MM, NOT FURTHER WORKED THAN HOT-ROLLED, IN COILS",HOT-ROL HI-SPD STL GT=600MM WIDE LT4.75MM THK COIL,KG,,67541,15000,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7216.99-7301.10
7225305180,722530,"FLAT-ROLLED TOOL STEEL 600MM WIDE OR MORE HOT-ROLLED COILS LESS THAN 4.75MM THICK, NESOI",FR TOOL STL 600MM W AO HR CLS UN 4.75MM THCK NESOI,KG,,67541,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7216.99-7301.10
7225307000,722530,FLAT-ROLLED OTHER ALLOY STEEL 600MM WIDE OR MORE HOT-ROLLED COILS LESS THAN 4.75MM THICK,FR OTH ALLOY STL 600MM W AO HR CLS UN 4.75MM THCK,KG,,67541,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7216.99-7301.10
7225401110,722540,"HOT-ROLLED PRODUCTS OF HIGH SPEED STEEL, OF A WIDTH OF 600MM OR MORE, OF A THICKNESS OF 4.75MM OR MORE, NOT FURTHER WORKED THAN HOT-ROLLED, NOT COILS",HOT-ROL HI-SPD STL GT=600MM WIDE&4.75MM THK NT CLS,KG,,67542,15000,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7216.99-7301.10
7225401180,722540,"FLAT-ROLLED TOOL STEEL 600MM WIDE OR MORE HOT-ROLLED NOT COILED 4.75MM OR MORE THICK, NESOI",FR TOOL STL 600MM W AO HR NCL 4.75MM AO THCK NESOI,KG,,67542,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7216.99-7301.10
7225403005,722540,"FLAT-ROLLED OTHER HIGH-NICKEL ALLOY STEEL, WIDTH 600MM AND OVER, HOT-ROLLED NOT IN COILS, THICKNESS OF 4.75MM OR MORE","FR OTH HI-NI AL ST,W 600MM AOV,NCL,OV 4.75MM THICK",KG,,67542,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7216.99-7301.10
7225403050,722540,"FLAT-ROLLED PRODUCTS OF OTHER ALLOY STEEL, WIDTH 600MM OR MORE, HOT-ROLLED NOT COILED, THICKNESS OF 4.75MMOR MORE","FR OTH AL STL,WTH 600MM AOV,HR,NCL,OV 4.75MM THICK",KG,,67542,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7216.99-7301.10
7225405110,722540,"HOT-ROLLED PRODUCTS OF HIGH SPEED STEEL, OF A WIDTH OF 600MM OR MORE, OF A THICKNESS LESS THAN 4.75MM, NOT FURTHER WORKED THAN HOT-ROLLED, NOT COILS",HOT-ROL HI-SPD STL GT=600MM WID LT4.75MM THK NT CL,KG,,67542,15000,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7216.99-7301.10
7225405130,722540,FLAT-ROLLED BALL-BEARING STEEL 600MM WIDE OR MORE HOT-ROLLED NOT COILED UNDER 4.75MM THICK,FR BL-BRG STL 600MM W AO HR NCL UN 4.75MM THCK,KG,,67542,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7216.99-7301.10
7225405160,722540,FLAT-ROLLED OTHER TOOL STEEL 600MM WIDE OR MORE HOT-ROLLED NOT COILED UNDER 4.75MM THICK,FR OTH TOOL STL 600MM W AO HR NCL UN 4.75MM THCK,KG,,67542,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7216.99-7301.10
7225407000,722540,FLAT-ROLLED OTHER ALLOY STEEL 600MM WIDE OR MORE HOT-ROLLED NOT COILED UNDER 4.75MM THICK,FR OTH ALLOY STL 600MM W AO HR NCL UN 4.75MM THCK,KG,,67542,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7216.99-7301.10
7225501110,722550,"COLD-ROLLED PRODUCTS OF HIGH SPEED STEEL, OF A WIDTH OF 600MM OR MORE",COLD-ROLLED PROD OF HIGH-SPEED STEEL GT=600MM WIDE,KG,,67561,15000,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7216.99-7301.10
7225501130,722550,"FLAT-ROLLED PRODUCTS OF BALL-BEARING STEEL 600MM WIDE OR MORE, COLD-ROLLED",FLAT RLLD BALL BRNG STL 600MM WD AO CLD-RLLD,KG,,67561,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7216.99-7301.10
7225501160,722550,"FLAT-ROLLED TOOL STEEL NOT HIGH-SPEED NOT BALL-BEARING, 600MM WIDE OR MORE, COLD-ROLLED",FR TOOL STL NT HSPD NT BL-BRNG 600MM W AO CLD-ROLD,KG,,67561,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7216.99-7301.10
7225506000,722550,FLAT-ROLLD OTHR ALLOY STEEL 600MM WIDE AO COLD-RLLD 4.75MM AO THICK,FR OTH ALLOY STL 600MM W AO CR 4.75MM AO THCK,KG,,67561,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7216.99-7301.10
7225507000,722550,FLAT-ROLLED HEAT-RESISTING STEEL 600MM WIDE OR MORE COLD-ROLLED LESS THAN 4.75MM THICK,FR HT-RSSTNG STL 600MM W AO CR UN 4.75MM THCK,KG,,67561,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7216.99-7301.10
7225508010,722550,OTHER ALLOY STEEL FR HIGH-NICKEL 600MM OR MORE W CR UNDER 4.75 MM THCK,OTH ALLOY STL FR HI-NCKL 600MM AO CR UN 4.75MM THK,KG,,67561,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7216.99-7301.10
7225508080,722550,"FLAT-ROLLED ALLOY STEEL, 600MM WIDE OR MORE, LESS THAN 4.75MM THICK, NOT FURTHER WORKED THAN COLD-ROLLED, NOT TOOL, NOT HEAT-RESISTING, NOT HIGH-NICKE","FR CR ALLOY STL GT 600MM WIDE, LT 4.75MM THK NESOI",KG,,67561,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7216.99-7301.10
7225910000,722591,"FLAT-ROLLED PRODUCTS OF OTHER ALLOY STEEL, 600 MM OR MORE WIDE, ELECTROLYTICALLY PLATED OR COATED WITH ZINC, NESOI","FLT-RLD,ALY STL GT/=600MM W,ELCTLC PLT/CT ZN NESOI",KG,,67573,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7216.99-7301.10
7225920000,722592,"FLAT-ROLLED PRODUCTS OF OTHER ALLOY STEEL, 600 MM OR MORE WIDE, PLATED OR COATED WITH ZINC, NOT ELECTRTOLYTICALLY, NESOI","FLT-RLD,ALY STL GT/=600MM W,PLT/CT ZINC NT ELCT",KG,,67573,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7216.99-7301.10
7225990010,722599,"FLAT-ROLLED OF HIGH-NICKEL ALLOY STEEL, NOT STAINLESS STEEL, 600MM OR MORE IN WIDTH, NESOI",FR HI-NICKEL ALLOY STL NT STNL STL 600MM W OM NESO,KG,,67573,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7216.99-7301.10
7225990090,722599,"OTHER FLAT-ROLLED ALLOY STEEL, NOT STAINLESS STEEL, 600MM OR MORE WIDE, NESOI",FR ALLOY STEEL NT STAINL 600MM OR MORE WIDE NESOI,KG,,67573,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7216.99-7301.10
7226111000,722611,"FLAT-ROLLED PRODUCTS OF SILICON ELECTRICAL STEEL, GRAIN-ORIENTED, OF A WIDTH OF 300MM TO UNDER 600MM",FR SILICO ELECTRIC STL GRN-ORNTD WDTH 300-600MM W,KG,,67512,15100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7216.99-7301.10
7226119030,722611,"FLAT-ROLLED PRODUCTS OF SILICON ELECTRICAL STEEL, GRAIN-ORIENTED, OF A WIDTH OF LESS THAN 300MM, OF A THICKNESS NOT EXCEEDING 0.25MM",FR SILIC ELEC STL GRN-ORN LT 300MM W NOV .25MM THK,KG,,67512,15100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7216.99-7301.10
7226119060,722611,"FLAT-ROLLED PRODUCTS OF SILICON ELECTRICAL STEEL, GRAIN-ORIENTED, OF A WIDTH OF LESS THAN 300MM, OF A THICKNESS EXCEEDING 0.25MM",FR SILIC ELECT STL GRN-ORN LT 300MM GT 0.25MM THCK,KG,,67512,15100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7216.99-7301.10
7226191000,722619,"FLAT-ROLLED PRODUCTS OF SILICON ELECTRICAL STEEL, NOT GRAIN-ORIENTED, OF A WIDTH OF 300MM OR MORE, BUT LESS THAN 600MM",FR SILICO ELECTRIC STL NT GRN-ORNTD 300-600MM WIDE,KG,,67512,15100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7216.99-7301.10
7226199000,722619,"FLAT-ROLLED PRODUCTS OF SILICON ELECTRICAL STEEL, NOT GRAIN-ORIENTED, OF A WIDTH OF LESS THAN 300MM, OF A THICKNESS NOT EXCEEDING 0.25MM",FR SI ELEC STL NT GRN-ORN LT 300MM W NOV .25MM THK,KG,,67512,15100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7216.99-7301.10
7226200000,722620,"FLAT-ROLLED PRODUCTS OF HIGH-SPEED STEEL, LESS THAN 600MM WIDE","FLAT-ROLLED, HIGH-SPEED STEEL LESS THAN 600MM WIDE",KG,,67520,15000,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7216.99-7301.10
7226910500,722691,FLAT-ROLLD CHIPPER KNIFE STEEL LESS THEN 600MM WIDE HOT-ROLLED,"FLT-RLLD CHIPPR KNFE STL LSS THN 600 MM WDE,HT RLD",KG,,67543,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7216.99-7301.10
7226911530,722691,FLAT-ROLLD BALL-BEARING STEEL 300 TO UNDER 600MM WIDE HOT-ROLLED,FR BLL-BRG STEEL 300-UN 600MM WIDE HOT-ROLLD,KG,,67543,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7216.99-7301.10
7226911560,722691,FLAT-ROLLED OTHER TOOL STEEL 300 TO UNDER 600MM WIDE HOT-ROLLED,FR OTH ALLOY STL 300-UN 600MM WD HOT-ROLLD,KG,,67543,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7216.99-7301.10
7226912530,722691,FLAT-ROLLED BALL-BEARING STEEL UNDER 300MM WIDE HOT-ROLLED,FR BLL-BRG STL UNDR 300MM WD HOT-ROLLD,KG,,67543,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7216.99-7301.10
7226912560,722691,FLAT-ROLLED OTHER TOOL STEEL UNDER 300MM WIDE HOT-ROLLED,FLT RLLD OTH ALLOY STL UNDR 300MM WD HOT-ROLLD,KG,,67543,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7216.99-7301.10
7226915000,722691,FLAT-ROLLED OTHER ALLOY STEEL UNDER 600MM WIDE HOT-ROLLED 4.75MM THICK OR MORE,FR OTH ALLOY STL U 600MM W HR 4.75MM AO THCK,KG,,67543,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7216.99-7301.10
7226917000,722691,FLAT-ROLLED OTHER ALLOY STEEL 300 TO UNDER 600MM WIDE HOT-ROLLED LESSTHAN 4.75 MM THICK,FR OTH ALLOY STL 300-UN600MM W HR UN 4.75MM THCK,KG,,67543,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7216.99-7301.10
7226918000,722691,FLAT-ROLLED OTHER ALLOY STEEL UNDER 300MM WIDE HOT-ROLLED LESS THAN 4.75MM THICK,FR OTH ALLOY STL UN 300MM W HR UN 4.75MM THCK,KG,,67543,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7216.99-7301.10
7226921030,722692,FLAT-ROLLED BALL-BEARING STEEL 300 TO UNDER 600MM WIDE COLD-ROLLED,FLAT-ROLLED BALL-BEARING STEEL 300-UN600MM W CR,KG,,67562,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7216.99-7301.10
7226921060,722692,FLAT-ROLLD OTHR TOOL STEEL 300 TO UNDR 600MM WIDE COLD-ROLLED,FR OTH TOOL STL 300-UN 600MM W CLD-RLLD,KG,,67562,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7216.99-7301.10
7226923030,722692,FLAT-ROLLED BALL-BEARING STEEL UNDER 300MM WIDE COLD-ROLLED,FLAT-ROLLED BALL-BEARING STEEL UN 300MM W CR,KG,,67562,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7216.99-7301.10
7226923060,722692,FLAT-ROLLED OTHER TOOL STEEL UNDER 300MM WIDE COLD-ROLLED,FLAT-ROLLED OTHER TOOL STEEL UN 300MM W CR,KG,,67562,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7216.99-7301.10
7226925000,722692,FLAT-ROLLED OTHER ALLOY STEEL 300 TO UNDER 600MM WIDE COLD-ROLLED,FLAT-ROLLED OTHER ALLOY STEEL 300-UN 600MM W CR,KG,,67562,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7216.99-7301.10
7226927005,722692,"FLAT-ROLLED PRODUCTS OF OTHER HIGH-NICKEL ALLOY STEEL UNDER 300MM WIDE, COLD-ROLLED, THICKNESS NOT EXCEEDING 0.25MM","FR OTH HI-NI AL ST,UN 300M W,CR,NT OV 0.25MM THICK",KG,,67562,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7216.99-7301.10
7226927050,722692,"FLAT-ROLLED OTHER ALLOY STEEL UNDER 300MM WIDE, COLD-ROLLED, NOT OVER 0.25MM THICK","FR OTH AL STL, UN 300M WIDE, CR, THKNS NT OV .25MM",KG,,67562,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7216.99-7301.10
7226928005,722692,"FLAT-ROLLED OTHER HIGH-NICKEL ALLOY STEEL UNDER 300MM WIDE, COLD ROLLED, THICKNESS EXCEEDING.25 MM","FR OTH HI-NI AL ST,UN 300MM WIDE,CR,THKNS OV .25MM",KG,,67562,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7216.99-7301.10
7226928050,722692,"FLAT-ROLLED OTHER ALLOY STEEL, COLD-ROLLED, UNDER 300MM WIDE, OVER .25 MM THICK","FR OTH AL STL,CR,UN 300MM WIDE, OV .25MM THICK",KG,,67562,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7216.99-7301.10
7226990110,722699,"FLAT-ROLLED PRODUCTS OF OTHER ALLOY STEEL, LESS THAN 600MM WIDE, ELECTROLYTICALLY PLATED OR COATED WITH ZINC","FLT-RLD,ALY STL LT 600MM ELCTRLYTLY PLT/CT W/ZINC",KG,,67574,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7216.99-7301.10
7226990130,722699,"FLAT-ROLLED PRODUCTS, OF OTHER ALLOY STEEL, OTHERWISE PLATED OR COATED WITH ZINC, OF A WIDTH LESS THAN 600 MM, NESOI","FLT-RLD,ALLY STL,LT 600MM,PLTD/CTD W/ZINC NT ELCTR",KG,,67574,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7216.99-7301.10
7226990180,722699,"FLAT-ROLLED PRODUCTS OF OTHER ALLOY STEEL, OF A WIDTH LESS THAN 600 MM WIDE, NESOI","FLAT-ROLLED PROD ALLOY STEEL, LT 600MM WIDE NESOI",KG,,67574,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7216.99-7301.10
7227100000,722710,"BARS AND RODS OF HIGH-SPEED STEEL, IN IRREGULAR WOUND COILS, HOT-ROLLED","BARS & RODS, HIGH-SPEED STEEL,IRREG COILS,HOT-ROLL",KG,,67617,15000,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7216.99-7301.10
7227200030,722720,"BARS AND RODS OF WELDING QUALITY WIRE ROD AS DEFINED IN STAT NOTE 6 TO CHAPTER 72, OF SILICO-MANGANESE STEEL, HOT-ROLLED, IN IRREGULARLY WOUND COILS",BARS/RODS WELD QUAL WIRE ROD SIL-MNG STL HT-RL IRR,KG,,67619,15000,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7216.99-7301.10
