hts10,hs6,description,short_description,quantity_unit_1,quantity_unit_2,sitc,end_use,naics,hts_vintage,scope,scope_basis
7206100000,720610,IRON AND NONALLOY STEEL INGOTS,IRON AND NONALLOY STEEL INGOTS,KG,,67241,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7206.10-7216.50
7206900000,720690,"IRON AND NONALLOY STEEL, PRIMARY FORMS NOT INGOTS","IRON AND NONALLOY STEEL, PRIMARY FORMS NOT INGOTS",KG,,67245,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7206.10-7216.50
7207110000,720711,SEMIFINISHED PRODUCTS OF IRON OR NONALLOY STEEL UNDER 0.25 PERCENT CARBON RECTANGULAR OR SQUARE CROSS-SECTION WIDTH LESS THAN TWICE THE THICKNESS,"SMFD IOS NA LT.25% CRBN,REC/SQ CS WDTH LT 2X THKNS",KG,,67261,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7206.10-7216.50
7207120010,720712,SEMIFINISHED PRODUCTS OF IRON OR NONALLOY STEEL UNDER 0.25 PERCENT CARBON RECTANGLR  CROSS-SECTION WIDTH LESS THN 4 TIMES THE THICKNESS,SEMI IRON/STL LT .25%CARBON XSECT WDTH LT 4X THK,KG,,67262,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7206.10-7216.50
7207120050,720712,SEMIFINISHED PRODUCTS OF IRON OR NONALLOY STEEL UNDER 0.25 PERCENT CARBON RECTANGULAR CROSS-SECTION WIDTH AT LEAST 4 TIMES THE THICKNESS,SEMIFIN IR/STL LT 0.25%CARB CROS-SECT WD GT=4X THK,KG,,67262,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7206.10-7216.50
7207190030,720719,SEMIFINISHED PRODUCTS OF IRON OR NONALLOY STEEL UNDER 0.25 PERCENT CARBON CIRCULAR CROSS-SECTION,SEMIFIN IRON/STL LT 0.25% CARBON CIRCULAR XSECT,KG,,67269,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7206.10-7216.50
7207190090,720719,"OTHER SEMIFINISHED PRODUCTS OF IRON OR NONALLOY STEEL UNDER 0.25 PERCENT CARBON, OTHER",SEMIFINISHED IRON/NALLOY STL LT 0.25% CARB; NESOI,KG,,67269,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7206.10-7216.50
7207200025,720720,SEMIFINISHED PRODUCTS OF IRON OR NONALLOY STEEL 0.25 PERCENT OR MORE CARBON RECTANGULAR OR SQUARE CROSS-SECTION WIDTH LESS THAN 4 TIMES THE THICKNESS,SEMI IRON/STL GT=0.25% CRB RECT/SQR XSEC LT 4XTHK,KG,,67270,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7206.10-7216.50
7207200045,720720,SEMIFINISHED PRODUCTS OF IRON OR NONALLOY STEEL 0.25 PERCENT OR MORE CARBON RECTANGULAR OR SQUARE CROSS-SECTION WIDTH AT LEAST 4 TIMES THE THICKNESS,SMFD IOS NA GT=.25% CRB AO RCT/SQ CS WDH GT=4XTH,KG,,67270,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7206.10-7216.50
7207200075,720720,SEMIFINISHED PRODUCTS OF IRON OR NONALLOY STEEL 0.25 PERCENT OR MORE CARBON CIRCULAR CROSS-SECTION,SMFD IOS NA GT=.25PCT CRBN AO CIRC CRSS-SCTN,KG,,67270,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7206.10-7216.50
7207200090,720720,"SEMIFINISHED PRODUCTS OF IRON OR NONALLOY STEEL 0.25 PERCENT OR MORE CARBON, CROSS-SECTION OTHER THAN CIRCULAR, RECTANGULAR OR SQUARE",SMFD IOS NA GT=.25% CRBN AO CRS-SEC NT CIR REC SQR,KG,,67270,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7206.10-7216.50
7208101500,720810,"FLAT-ROLLED IRON OR NONALLOY STEEL COILS, 600 MM OR MORE WIDE, HOT-ROLLED, NOT CLAD, PLATED OR COATED, PICKLED, WITH PATTERNS IN RELIEF","FLT RLD IOS NA CLS,GT/=600MM WD,HT RLD,PKLD,PATRN",KG,,67321,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7206.10-7216.50
7208103000,720810,"FLAT-ROLLED IRON OR NONALLOY STEEL, 600MM OR MORE WIDE, HOT-ROLLED, NOT CLAD, PLATED OR COATED, COILS, PATTERNS IN RELIEF, THICKNESS OF 4.75MM OR MORE",FLT RLD IR/NALLOY STL GT=600MM;HOT ROLL; GT=4.75MM,KG,,67321,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7206.10-7216.50
7208106000,720810,"FLAT-ROLLED IRON OR NONALLOY STEEL, 600MM OR MORE WIDE, HOT-ROLLED, NOT CLAD, PLATED OR COATED, COILS, PATTERNS IN RELIEF, LESS THAN 4.75MM THICK",FLT RLD IR/NALLOY STL GT=600MM; HOT ROLL;LT=4.75MM,KG,,67321,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7206.10-7216.50
7208253000,720825,"FLAT-ROLLED HIGH-STRENGH IRON OR NONALLOY STEEL COILS, 600 MM OR MORE WIDE, HOT-ROLLED, NOT CLAD, PLATED OR COATED, PICKLED, 4.75 MM OR MORE THICK","FLT RLD HI-STR IOS NA CLS,GT/= 600MM,PKLD,4.75MM T",KG,,67321,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7206.10-7216.50
7208256000,720825,"FLAT-ROLLED IRON OR NONALLOY STEEL COILS, NT HI-STR, 600 MM OR MORE WIDE, HOT-ROLLED, NOT CLAD, PLATED OR COATED, PICKLED, 4.75 MM OR MORE THICK","FLT RLD IOS NA CLS,GT/=600MM,PKLD,4.75MM THK,NT HI",KG,,67321,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7206.10-7216.50
7208260030,720826,"FLAT-ROLLED HIGH-STRENGTH STEEL OF A WIDTH >600 MM, IN COILS, NOT FURTHER WORKED THAN HOT-ROLLED, PICKLED, OF A THICKNESS >3 MM BUT < 4.75 MM",FLT-RLD HI-STR STL CLS HOT-RLD PICKLD 3-4.75MM THK,KG,,67321,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7206.10-7216.50
7208260060,720826,"FLAT-ROLLED IRON OR NONALLOY STEEL COILS,NT HI-STR, 600 MM OR MORE WIDE,HOT-ROLLED,NOT CLAD,PLATED OR COATED,PICKLED,GT/=3 MM TO LT 4.75MM THICK","FLT RLD IOS NA CLS,GT/=600MM,PKLD,3-4.75MMTHCK",KG,,67321,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7206.10-7216.50
7208270040,720827,"FLAT-ROLLED ADVANCED OR ULTRA HIGH-STRENGTH STEEL OF A WIDTH >600 MM, IN COILS, NOT FURTHER WORKED THAN HOT-ROLLED, PICKLED, OF A THICKNESS LT 3 MM",FLT-RLD AHSS OR UHSS COILS HOT-RLD PICKLED LT 3 MM,KG,,67321,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7206.10-7216.50
7208270045,720827,"FLAT-ROLLED HIGH-STRENGTH STEEL OF A WIDTH >600 MM, IN COILS, NOT FURTHER WORKED THAN HOT-ROLLED, PICKLED, OF A THICKNESS LESS THAN 3 MM, NESOI",FLT-RLD HI-STR STL COILS HOT-RLD PCKLD LT 3MM NES,KG,,67321,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7206.10-7216.50
7208270060,720827,"FLAT-ROLLED IRON OR NONALLOY STEEL COILS, EXCEPT HIGH-STRENGTH, 600MM OR MORE WIDE, HOT-ROLLED, NOT CLAD, PLATED OR COATED, PICKLED, UNDER 3 MM THICK","FLAT RLD IOS NA CLS,EX HI-STR,GT/=600MM,LT 3MM THK",KG,,67321,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7206.10-7216.50
7208360030,720836,"FLAT-ROLLED HIGH-STRENGTH IRON OR NONALLOY STEEL COILS, 600 MM OR MORE WIDE, HOT-ROLLED, NOT CLAD, PLATED OR COATED, NOT PICKLED, OVER 10 MM THICK","FLT RLD HI-STR IOS NA CLS,GT/=600MM,GT 10MM THK",KG,,67321,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7206.10-7216.50
7208360060,720836,"FLAT-ROLLED IRON OR NONALLOY STEEL COILS, EXC HIGH-STRENGTH, 600MM OR MORE WIDE, HOT-ROLLED, NOT CLAD, PLATED OR COATED, NOT PICKLED, OVER 10 MM THICK","FLT RLD IOS NA CLS,EX HI-STR,GT/=600MM,GT 10MM TH",KG,,67321,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7206.10-7216.50
7208370030,720837,"FLAT-ROLLED HIGH-STRENGTH IRON OR NONALLOY STEEL COILS,600MM OR MORE WIDE,HOT-ROLLED,NOT CLAD,PLATED OR COATED,NOT PICKLED, >4.75MM TO <10MM THICK","FLT RLD HI-STR IOS NA CLS,GT/=600MM,4.75-10MM THK",KG,,67321,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7206.10-7216.50
7208370060,720837,"FLAT-ROLLED IRON OR NONALLOY STEEL COILS,EX HI-STR,600MM OR MORE WIDE,HOT-ROLLED,NOT CLAD, PLATED OR COATED,NOT PICKLED,GT/=4.75MM TO LT 10 MM THK","FLAT RLD IOS NA CLS,EX HI-STR,GT/=600MM,4.75-10MM",KG,,67321,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7206.10-7216.50
7208380015,720838,"FLAT-ROLLED HIGH-STRENGTH STEEL OF A WIDTH >600 MM, IN COILS, NOT FURTHER WORKED THAN HOT-ROLLED, OF A THICKNESS >3 MM BUT <4.75 MM",FLT-RLD HI-STR STEEL IN COILS HOT-RLD 3-4.75MM THK,KG,,67321,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7206.10-7216.50
7208380030,720838,"FLAT-ROLLED IRON OR NONALLOY STEEL, 600MM WIDE OR MORE HOT-ROLLED, NOT CLAD, PLATED OR COATED,IN COILS,3 LT 4.75MM THICK, NOT PICKLED, UNTRIMMED EDGES",FLAT RLD IRON/STL COIL;3-4.75MM THK;UNTRIMMED EDGE,KG,,67321,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7206.10-7216.50
7208380090,720838,"FLAT-ROLLED IRON OR NONALLOY STEEL COILS 600MM OR MORE WIDE HOT-ROLLED NOT CLAD, PLATED OR COATED 3 LT 4.75MM THICK NOT PICKLED,OTHER THAN UNTRMD EDGE",FLT RLD IR/NALLOY STL GT=600MM;3-4.75MM THK;NESOI,KG,,67321,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7206.10-7216.50
7208390020,720839,"FLAT-ROLLED ADVANCED OR ULTRA HIGH-STRENGTH STEEL COILS, 600MM OR MORE WIDE, HOT-ROLLED, NOT CLAD, PLATED OR COATED, NOT PICKLED, OF THICKNESS LT 3MM",FLAT-RLD AHSS OR UHSS IN COILS HOT-RLD LT 3 MM NES,KG,,67321,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7206.10-7216.50
7208390025,720839,"FLAT-ROLLED HIGH-STRENGTH IRON OR NONALLOY STEEL COILS, 600MM OR MORE WIDE, HOT-ROLLED, NOT CLAD, PLATED OR COATED, NOT PICKLED, LT 3 MM THICK, NESOI",FLAT-RLD HI-STR STEEL IN COILS HOT-RLD LT 3 MM NES,KG,,67321,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7206.10-7216.50
7208390030,720839,"FLAT-ROLLED IRON OR NONALLOY STEEL, 600MM OR MORE WIDE, IN COILS, HOT-ROLLED, NOT CLAD, PLATED OR COATED, UNDER 3MM THICK, NOT PICKLED UNTRIMMED EDGES",FLT RLD IRON/STL GT=600MM;LT 3MM THK; UNTRIM EDGE,KG,,67321,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7206.10-7216.50
7208390090,720839,"FLAT-ROLLED IRON OR NONALLOY STEEL, 600MM OR MORE WIDE, COILS, HOT-ROLLED, NOT CLAD, PLATED OR COATED, UNDER 3MM THICK, NOT PICKLED NOT UNTRMMED EDGES",FLT RLD IRN/NALLOY STL GT=600MM;LT 3MM THICK;NESOI,KG,,67321,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7206.10-7216.50
7208403030,720840,"FLAT-ROLLED IRON OR NONALLOY STEEL, 600MM OR MORE WIDE, HOT-ROLLED, NOT CLAD, PLATED OR COATED, NOT IN COILS, PATTERNS RELIEF, OVER 10MM THICK",FLT RLD IRN/NALLOY STL N COIL GT=600MM;GT 10MM THK,KG,,67324,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7206.10-7216.50
7208403060,720840,"FLAT-ROLLED IRON OR NONALLOY STEEL, 600MM OR MORE WIDE, HOT-ROLLED, NOT CLAD, PLATED OR COATED,NOT IN COILS,PATTERNS IN RELIEF,4.75MM LT 10MM THICK",FLAT RLD IRON/STL N COIL; GT=600MM; 4.75-10MM THK,KG,,67324,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7206.10-7216.50
7208406030,720840,"FLAT-ROLLED IRON OR NONALLOY STEEL, 600MM OR MORE WIDE, HOT-ROLLED, NOT CLAD, PLATED OR COATED, PATTERNS IN RELIEF,  NOT IN COILS, LESS THAN 3MM THICK",FLT RLD IRON/NALLOY STL N COIL GT=600MM;LT 3MM THK,KG,,67324,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7206.10-7216.50
7208406060,720840,"FLAT-ROLLED IRON OR NONALLOY STEEL, 600MM OR MORE WIDE HOT-ROLLED, NOT CLAD, PLATED OR COATED, NOT  COILED, PATTERNS IN RELIEF, 3 TO UNDER 4.75MM THCK",FLAT RLD IRON/STL; N COIL;GT=600MM; 3-4.75MM THK,KG,,67324,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7206.10-7216.50
7208510030,720851,"UNIVERSAL MILL PLATE, IRON OR NONALLOY STEEL, NOT COILS, 600 MM OR MORE WIDE, HOT-ROLLED, NOT CLAD, PLATED, COATED, OVER 10 MM THICK","UNVRSL ML PLT,IOS NA,GT/=600MM,HT-RLD,GT 10MM THK",KG,,67324,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7206.10-7216.50
7208510045,720851,"FLAT-ROLLED HIGH STRENGTH STEEL, 600MM OR MORE WIDE, HOT-ROLLED, NOT CLAD, PLATED OR COATED, NOT COILED, OVER 10MM THICK",FLAT RLD HISTRG STL; GT=600MM;GT 10MM THK;NOT COIL,KG,,67324,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7206.10-7216.50
7208510060,720851,"FLAT-ROLLED IRON OR NONALLOY STEEL, 600MM OR MORE WIDE, HOT-ROLLED, NOT CLAD, PLATED OR COATED, NOT IN COILS, OVER 10MM THICK",FLT RLD IRON/STL;N COIL;GT=600MM;GT 10MM THK;NESOI,KG,,67324,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7206.10-7216.50
7208520000,720852,"FLAT-ROLLED IRON OR NONALLOY STEEL,NOT COILS,600MM OR MORE WIDE,HOT-ROLLED,NOT CLAD,PLATED,COATED,GT/=4.75MM TO LT 10MM THICK","FLT RLD IOS NA,NT CLS,GT/=600MM,4.75-10MM THCK",KG,,67324,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7206.10-7216.50
7208530000,720853,"FLAT-ROLLED IRON OR NONALLOY STEEL, NOT COILS, 600 MM OR MORE WIDE, HOT-ROLLED, NOT CLAD, PLATED, COATED,GT/= 3 MM TO LT 4.75 MM THICK","FLAT RLD IOS NA,NT CLS,GT/=600MM,3-4.75MM THICK",KG,,67324,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7206.10-7216.50
7208540000,720854,"FLAT-ROLLED IRON OR NONALLOY STEEL, NOT COILS, 600 MM OR MORE WIDE, HOT-ROLLED, NOT CLAD, PLATED, COATED, LESS THAN 3 MM THICK","FLT RLD IOS NA, NT CLS, GT/=600MM, LT 3MM THK",KG,,67324,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7206.10-7216.50
7208900000,720890,"FLAT-ROLLED IRON OR NONALLOY STEEL COILS OR NOT, 600MM OR MORE WIDE, HOT-ROLLED, NOT CLAD, PLATED OR COATED, NESOI","FLT RLD IOS NA CLS/NT GT/= 600MM,HOT RLD,NESOI",KG,,67351,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7206.10-7216.50
7209150000,720915,"FLAT-ROLLED IRON OR NONALLOY STEEL COILS, 600MM OR MORE WIDE, COLD-ROLLED (COLD-REDUCED), 3MM (0.118 INCH) OR MORE THICK, NOT CLAD, PLATED OR COATED","FLT RLD IOS NA CLS GT/=600MM W,GT/=3MM THK,CLD-RLD",KG,,67341,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7206.10-7216.50
7209160040,720916,"FLAT-ROLLED ADVANCED OR ULTRA HIGH-STRENGTH STEEL COILS 600MM OR MORE WIDE COLD-ROLLED, NOT CLAD, PNTD OR COATED, OVER 1MM BUT LESS THAN 3MM, ANNEALED",FLAT-ROLLED AHSS OR UHSS COIL 1-3MM THICK ANNEALED,KG,,67341,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7206.10-7216.50
7209160045,720916,"FLAT-ROLLED HIGH-STRENGTH IRON OR NONALLOY STEEL COILS 600MM OR MORE WIDE COLD-ROLLED, NOT CLAD, PNTD OR COATED, GT 1MM BUT LT 3MM ANNEALED, NESOI",FLAT RLD HI-STR IRON/STL COIL 1-3MM ANNEALED NESOI,KG,,67341,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7206.10-7216.50
7209160060,720916,"FLAT-ROLLD HIGH-STRENGTH IRON OR NONALLOY STEEL COILS 600MM OR MORE WIDE COLD-ROLLD NOT CLAD, PNTD OR COATD, OVER 1MM BUT UNDER 3MM THICK NOT ANNEALED",FLAT & COLD RLD HI-STRTH IRON/STL;COIL;1-3MM;NESOI,KG,,67341,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7206.10-7216.50
7209160070,720916,"FLAT-ROLLED IRON OR NONALLOY STEEL COILS 600MM OR MORE WIDE COLD-ROLLED NOT CLAD,PLATED OR COAT,OVER 1MM, LESS THAN 3MM THICK,EX HI-STRENGTH,ANNEALED","FLT RLD IOS NA GT/=600MM, (1-3MM) THK,CLD-RLD,ANLD",KG,,67341,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7206.10-7216.50
7209160091,720916,"FLAT-ROLLED IRON OR NONALLOY STEEL COILS 600MM OR MORE WIDE COLD-ROLLED NOT CLAD,PLATED OR COATED,OVER 1MM BUT LESS THAN 3MM THICK,EX HI-STRENGTH","FLAT RLD IOS NA CLS GT/=600MM, (1-3MM) THK,CLD-RLD",KG,,67341,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7206.10-7216.50
7209170040,720917,"FLAT-ROLLED ADVANCED OR ULTRA HIGH-STRENGTH STEEL COILS, 600MM OR MORE WIDE, COLD-ROLLED, NOT CLAD, PLATED OR COATED, 0.5MM BUT LT 1MM THICK, ANNEALED",FLT-RL AHSS OR UHSS COIL GT=600MM 0.5-1MM ANNEALED,KG,,67341,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7206.10-7216.50
7209170045,720917,"FLAT-ROLLED HIGH-STRENGTH IRON OR NONALLOY STEEL COILS 600MM OR MORE WIDE COLD-ROLLED NOT CLAD, PLATED OR COATED 0.5MM BUT LT 1MM THICK ANNEALED NESOI",FLT-RLD HI-STR IRON/STL COIL 0.5-1MM ANNEALED NES,KG,,67341,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7206.10-7216.50
7209170060,720917,"FLAT-ROLLD HIGH-STRENGTH IRON OR NONALLOY STEEL COILS 600MM OR MORE WIDE COLD-ROLLD NOT CLAD, PLTD OR COATD, 0.5MM BUT NOT OVER 1MM THICK NOT ANNEALED",FLAT&COLD RLD HI-STRTH IRON/STL;COIL;0.5-1MM;NESOI,KG,,67341,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7206.10-7216.50
7209170070,720917,"FLAT-ROLLED IRON OR NONALLOY STEEL COILS 600MM OR MORE WIDE COLD-ROLLED NOT CLAD,PLATED OR COAT,0.5MM OR MORE,NOT OV 1MM THICK,EX HI-STRENGTH,ANNEALED","FLT RLD IOS NA GT/=600MM,(0.5-1MM)THK,CLD-RLD,ANLD",KG,,67341,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7206.10-7216.50
7209170091,720917,"FLAT-ROLLED IRON OR NONALLOY STEEL COILS 600MM OR MORE WIDE COLD-ROLLED NOT CLAD,PLATED OR COATED,0.5MM OR MORE BUT NOT OVER 1MM THICK,EX HI-STRENGTH","FLT RLD IOS NA CLS GT/=600MM,(0.5-1MM) THK,CLD-RLD",KG,,67341,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7206.10-7216.50
7209181530,720918,"FLAT-ROLLD HIGH-STRNGTH IRON OR NONALLOY STEEL COILS 600MM OR MORE WIDE COLD-ROLLED NOT CLAD, PLATED OR COATD, LESS THAN 0.5MM THICK ANNEALED",FLAT RLD HISTRTH IRON/STL;COIL;LT 0.5MMTHK;ANNEAL,KG,,67341,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7206.10-7216.50
7209181560,720918,"FLAT-ROLLD HIGH-STRNGTH IRON OR NONALLOY STEEL COILS 600MM OR MORE WIDE COLD-RLLD NOT CLAD, PNTD OR COATD, LESS THAN 0.5MM THICK NOT ANNEALED",FLAT RLD IRN/STL; COIL;GT=600MM;LT 0.5MM THK;NESOI,KG,,67341,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7206.10-7216.50
7209182520,720918,"FLAT-ROLLD IRON OR NONALLOY STEEL COILS 600MM OR MORE WIDE COLD-RLLD NOT CLAD, PLATED OR COATED, LESS THAN 0.361MM THICK(BLACKPLATE), ANNEALED",FLAT RLD IR/STL;COIL;GT=600MM;< .361MM THK;ANNEALD,KG,,67341,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7206.10-7216.50
7209182585,720918,"FLAT-ROLLD IRON OR NONALLOY STEEL COILS 600MM OR MORE WIDE COLD-RLLD NOT CLAD, PLATED OR COATED, LESS THAN 0.361MM THICK(BLACKPLATE), NESOI",FLAT RLD IR/STL;COIL;GT=600MM;LT .361MM THK; NESOI,KG,,67341,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7206.10-7216.50
7209186020,720918,"FLAT-ROLLED IRON OR NONALLOY STEEL COILS, 600MM OR MORE WIDE, COLD-ROLLED, NOT CLAD, PLATED OR COATED,ANNEALED, NESOI","FLT RLD IOS NA GT/=600MM,CLD-RLD,ANNEALED,NESOI",KG,,67341,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7206.10-7216.50
7209186090,720918,"FLAT-ROLLED IRON OR NONALLOY STEEL COILS, 600MM OR MORE WIDE, COLD-ROLLED, NOT CLAD, PLATED OR COATED, NESOI","FLT RLD IOS NA CLS GT/=600MM,CLD-RLD,NESOI",KG,,67341,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7206.10-7216.50
7209250000,720925,"FLAT-ROLLED IRON OR NONALLOY STEEL, NOT COILS, 600 MM OR MORE WIDE, COLD-ROLLED (COLD-REDUCED), 3MM OR MORE THICK, NOT CLAD, PLATED OR COATED","FLT RLD IOS NA NT CLS GT/=600MM,GT/=3MM THK,CLD-RL",KG,,67346,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7206.10-7216.50
7209260000,720926,"FLAT-ROLLED IRON OR NONALLOY STEEL,NOT COILS,600MM OR MORE WIDE,COLD-ROLLED,OVER 1M BUT UNDER 3MM THICK,NOT CLAD PLATED OR COATED","FTD RLD IOS NA NT CLS GT/=600MM,(1-3MM)THK,CLD-RLD",KG,,67346,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7206.10-7216.50
7209270000,720927,"FLAT-ROLLED IRON OR NONALLOY STEEL,NOT COILS,600 MM OR MORE WIDE,COLD-ROLLED (COLD-REDUCED),OVER 0.5MM BUT NOT OVER 1MM THICK,NOT CLAD PLATED OR COATD","FLT RLD IOS NA NT CLS GT/=600MM,0.5-1MMTHK,CLD-RLD",KG,,67346,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7206.10-7216.50
7209280000,720928,"FLAT-ROLLED IRON OR NONALLOY STEEL, NOT IN COILS, 600MM OR MORE WIDE, COLD-ROLLED (COLD-REDUCED), LESS THAN 0.5MM THICK, NOT CLAD, PLATED OR COATED","FLT RLD IOS NA NT CLS GT/=600MM,LT 0.5MM THK,CLD-R",KG,,67346,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7206.10-7216.50
7209900000,720990,"FLAT-ROLLED IRON OR NONALLOY STEEL, COILS OR NOT, 600MM OR MORE WIDE, COLD-ROLLED, NOT CLAD, PLATED OR COATED, NESOI","FLT RLD IOS NA CLS/NT GT/=600MM, CLD-RLD, NESOI",KG,,67352,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7206.10-7216.50
7210110000,721011,"FLAT-ROLLED IRON OR NONALLOY STEEL, 600MM OR MORE WIDE, PLATED OR COATED WITH TIN, 0.5MM OR MORE THICK","FLT RLD IOS NA GT/=600MM W,PLTD/CTD W/TIN,GT/=0.55",KG,,67421,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7206.10-7216.50
7210120000,721012,"FLAT-ROLLED IRON OR NONALLOY STEEL, 600MM OR MORE WIDE, COATED OR PLATED WITH TIN, LESS THAN 0.5MM THICK","FLT RLD IOS NA GT/=600MM,PLTD/CTD TIN,LT 0.5MM THK",KG,,67421,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7206.10-7216.50
7210200000,721020,"FLAT-ROLLED IRON OR NONALLOY STEEL, 600MM OR MORE WIDE, COATED OR PLATED WITH LEAD (TERNEPLATE)","FLT RLD IOS NA GT/=600MM,CTD/PLTD W/LEAD,TERNPLT",KG,,67441,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7206.10-7216.50
7210300030,721030,"FLAT-ROLLED HIGH-STRENGTH IRON OR NON-ALLOY STEEL, 600MM OR MORE WIDE, ELECTROLYTICALLY PLATED OR COATED WITH ZINC","FLT RLD HI-STR NA IOS GT/=600MM, PLTD/CTD W/ZINC",KG,,67411,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7206.10-7216.50
7210300060,721030,"FLAT-ROLLED IRON OR NONALLOY STEEL,600MM OR MORE WIDE,ELECTROLYTICALLY PLATED OR COATED WITH ZINC,OTHER THAN HIGH-STRENGTH","FLT RLD IOS NA GT/=600MM,PLTD/CTD W/ZN,EX HI-STR",KG,,67411,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7206.10-7216.50
7210410000,721041,"FLAT-ROLLED IRON OR NONALLOY STEEL,600MM OR MORE WIDE,COATED OR PLATED WITH ZINC, NOT ELECTROLYTIC, CORRUGATED, NOT HIGH-STRENGTH","FLT RLD IOS NA GT/=600MM,CRGTD,PLTD/CTD W/ZINC",KG,,67413,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7206.10-7216.50
7210490040,721049,"FLAT-ROLLED ADVANCED OR ULTRA HIGH-STRENGTH STEEL, 600 MM OR MORE WIDE, PLATED OR COATED WITH ZINC (NOT ELECTROLYTICALLY), NESOI","FLT-RLD AHSS OR UHSS GT=600MM ZINC PLTD/CTD, NESOI",KG,,67413,14100,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7206.10-7216.50
